Kategori,Başlık,İçerik
Çevre,Avustralya'da ölümcül en büyük huni yuvalı erkek örümcek bulundu,"Dünyanın en zehirli eklem bacaklılarından huni yuvalı örümceğin en büyük erkek örneği, Avustralya'nın Sidney kentinde bulundu."
Çevre,"Güney Kore'de 2023'ün, kayıtlara geçen en sıcak yıl olduğu açıklandı","Güney Kore'de yıllık ortalama sıcaklığın 13,7 dereceye ulaşmasıyla 2023 yılının, ülkede kayıtlara geçen ""en sıcak yıl"" olduğu bildirildi."
DOSYA HABER,Göller su kaybediyor: Hangi önlemler alınmalı?,"Dünyada tatlı su kaynağının önemli bir bölümünü oluşturan göllerde su kaybı artıyor. Suyun her geçen sene azalması, bu kaynakların daha iyi kullanılması gerektiği gerçeğini gözler önüne seriyor. Bu nedenle kuruyan göller için alınması gereken tedbirler daha da önem taşıyor."
Çevre,Dere yataklarındaki kirlilik sel riskini artırıyor,"Uzmanlar, dere yataklarındaki kirliliğin aşırı yağışların olduğu dönemlerde kentlerdeki sel riskini artırdığını belirtiyor."
Çevre,Florlu gazların atmosferdeki varlığı binlerce yıl sürebiliyor,"Uzmanlar, küresel ısınmaya neden olan sera gazları arasında yer alan ve atmosferdeki varlığı binlerce yıl sürebilen florlu gazların emisyonlarının azaltılması yönünde belirlenen hedeflerin yeterli olmadığını söylüyor."
Çevre,Çevreyi kirletenlere verilecek cezalar belli oldu,"Çevre, Şehircilik ve İklim Değişikliği Bakanlığınca 2024'te çevreyi kirletenlere uygulanacak idari para cezaları belirlendi."
Çevre,İklim değişikliği Türkiye'nin yağış rejimini etkiliyor,"İklim değişikliğiyle Türkiye'nin yağış rejimi de değişiyor. Uzmanlar, küresel iklim değişikliğinin yıl içerisindeki yağışların düzenli dağılışını etkilediğini söylüyor."
Çevre,Doğaseverlerin yeni adresi: İstanbul Kuş Cenneti,"Doğa tutkunu, özellikle de kuşlara ilgisi olanların gezi rotasına ekleyebileceği yeni bir adres var. İstanbul Kuş Cenneti... Beykoz'da bulunan park 50 farklı türde 2 binden fazla kuşa ev sahipliği yapıyor."
Çevre,İzmit Körfezi dip çamurundan temizleniyor,İzmit Körfezi'nde biyoçeşitliliğin korunması amacıyla mayısta başlatılan proje kapsamında bugüne kadar denizden 200 bin metreküp dip çamuru çekilerek 32 hektarlık alan temizlendi.
Çevre,Çocuklar ABD'ye çevre kirliliği davası açtı,"ABD'nin California eyaletinde 18 çocuk, çevre kirliliğini önlemediği gerekçesiyle devlete dava açtı."
Çevre,"Arazi örtüsü verileri, yapay zeka destekli sistemle tespit edilecek","Çevre, Şehircilik ve İklim Değişikliği Bakanlığı, arazi örtüsünün mevcut durumunun belirlenmesi ve yıllar içindeki değişimlerin izlenebilmesi amacıyla yapay zeka destekli Ulusal Arazi Örtüsü Sınıflandırma ve İzleme Sistemi (UASİS) projesini geliştirdi."
Çevre,Araştırma: Avustralya'daki mercan adaları yok olma tehlikesi altında,"Avustralya'da Sydney Üniversitesinde yapılan araştırma, ülkedeki mercan adalarının yok olma tehlikesiyle karşı karşıya bulunduğunu ortaya koydu."
ÖZEL HABER,"Anadolu kuraklaşıyor, uzmanlar uyarıyor: Bir krizin eşiğindeyiz",Bereketli topraklarıyla onlarca medeniyete ev sahipliği yapmış coğrafyamız kuraklık tehlikesi ile karşı karşıya… Türkiye'nin neredeyse yarısı kuraklaşmış durumda. Birçok irili ufaklı göl ya kurudu ya da kurumaya yüz tuttu. Uzmanlara göre bu durumun sorumlusu yalnızca küresel ısınma değil yanlış sulama...
DOSYA HABER,Dünyanın sorunu: İklim değişikliği,Dünyanın önemli sorunlarının başında iklim değişikliği geliyor. Ya da diğer adıyla iklim krizi. Uzmanlar iklim değişikliğinin ülkelerin güvenliğini bile etkileyebileceğini belirtiyor. Türkiye'nin aldığı tedbirleri ve olası sorunlara çözüm yollarını araştırdık.
Çevre,Kartallar dahil 3 bin 600 kuşu öldürmekle suçlanan adamlar hakim karşısına çıkıyor,"ABD'li iki adam, aralarında kel ve altın kartalların da bulunduğu yaklaşık 3 bin 600 kuşu yasa dışı olarak öldürmekle suçlandı."
Çevre,Türkiye'de 'İklim Değişikliği Bölgesel Faaliyet Merkezi' kurulacak,"Slovenya'da gerçekleştirilen Akdeniz'in Kirliliğe Karşı Korunması Sözleşmesi 23. Taraflar Konferansında (COP23), tüm tarafların onayı ile Türkiye'de İklim Değişikliği Bölgesel Faaliyet Merkezi kurulması kararı alındı."
Çevre,"Öğretmenlere ""su verimliliği"" eğitimi","Tarım ve Orman Bakanı İbrahim Yumaklı, Bakanlığı tarafından öğretmenlere verilecek eğitimle, su verimliliği bilincini tüm eğitim kademelerindeki çocuklara aşılamak istediklerini söyledi."
Çevre,İspanya'da aralık ayının sıcaklık rekoru kırıldı,"İspanya'nın güneyindeki Malaga kentinde hava sıcaklığı 29,9 dereceye kadar çıkarken, bunun ülke tarihinde aralık ayı içinde şimdiye kadar tespit edilen en yüksek sıcaklık olduğu bildirildi."
Çevre,"İstanbul Havalimanı, karbon akreditasyonu sertifikası programında 4. seviyeye ulaştı","İstanbul Havalimanı, iklim krizi ile mücadelede ""2050 Net Sıfır Taahhüdü"" kapsamındaki çalışmalarıyla Uluslararası Havalimanları Konseyi Avrupa (ACI EUROPE) tarafından verilen ""Havalimanı Karbon Akreditasyonu"" sertifikası programında 4. seviyeyi elde etti."
Çevre,İstanbul ormanları iklim değişikliğiyle mücadeleye uygun planlanacak,"Doğa Koruma Merkezi (DKM) Yönetim Kurulu Başkanı Uğur Zeydanlı, Orman Genel Müdürlüğü (OGM) ve Uluslararası Doğayı Koruma Birliği (IUCN) ile işbirliğinde hazırladıkları proje sayesinde İstanbul'daki ormanları iklim değişikliğiyle mücadeleye uygun planlayacaklarını ve orman ekosistemlerinden elde edecekleri faydayı artıracaklarını kaydetti."
Çevre,Yapay resifler Marmara Denizi’ndeki canlılara yaşam alanı sunacak,Yapay resifler Marmara Denizi’ndeki canlılara yaşam alanı sunacak ‘Marmara Adaları Yapay Resif Projesi’ tamamlandı.
Çevre,"Türkiye'de toprağı korumak için ""iklim senaryoları"" uygulanıyor","Tarım ve Orman Bakanlığı, toprak kalitesini korumak için iyileştirici uygulamalar, yeni nesil nano gübre denemeleri, erozyonla biyolojik mücadele, sera gazı emisyonlarını azaltmaya yönelik müdahaleler ve iklim senaryolarının uygulanması gibi birçok proje yürütüyor."
Çevre,Tarımda yoğun kimyasal kullanımı toprağa zarar veriyor,"Uzmanlar, özellikle birim alanda daha fazla ürün elde etmek için kimyasal ürünler kullanılarak yapılan yoğun tarımın, toprak başta olmak üzere çevre sağlığı açısından tehlikeli sonuçlar doğurabileceği uyarısında bulunuyor."
Çevre,Karbon emisyonlarının bu yıl tarihi zirveye ulaşacağı öngörülüyor,"Fosil yakıtlardan kaynaklanan karbon emisyonlarının bu yıl geçen yıla göre yüzde 1,1 artarak 36,8 milyar tonla tarihi zirveye ulaşacağı hesaplanıyor."
Çevre,Dünya Bankasından Türkiye'de elektrik iletimine 750 milyon dolar finansman hazırlığı,"Dünya Bankası Türkiye Ülke Direktörü Humberto Lopez, Türkiye'de elektrik iletim alanında 750 milyon doları bulabilecek yeni bir finansman operasyonu hazırlıklarına başladıklarını söyledi."
ÖZEL HABER,Devasa buz dağının hareketi gelecek yıllardaki iklim krizinin göstergesi olabilir,"Son yıllarda takip edilmiş ve kayıt altına alınmış en büyük buz dağı olan A23a, 30 yılı aşkın süre sonra hareket etti."
Çevre,"Yok olma noktasına gelen kuş cenneti, yağışlı havayla yeniden canlandı","Türkiye’nin en uzun sahilinin sıfır noktasında bulunan ve yaz aylarında yok olma noktasına gelen Hatay’ın Samandağ ilçesindeki Mileyha Sulak Alanı, son günlerde etkili olan yağış nedeniyle suyla kaplanarak yeniden kuşların akınına uğradı."
Çevre,"İklim müzakerelerinde sağlanan katkı, hedeflenen büyüklüğün henüz yüzde 1'i bile değil","İklim krizinin giderek artan etkilerinin gelişmekte olan ülkelerde yarattığı hasarı tazmin etmek için oluşturulan Kayıp Zarar Fonu'na ülkelerin taahhüdü 600 milyon dolara ulaşırken, bu rakam ilk etapta fon için hedeflenen 100 milyar dolar büyüklüğün yüzde 1'ini dahi oluşturmuyor."
Çevre,Tarım arazilerinde 'mikroplastik' tehlikesi: 1 kilogram topraktan 300 parça çıktı,"Ankara Üniversitesi Ziraat Fakültesi'nin çalışması ile tarım arazilerinde bulunan mikroplastik oranı tespit edildi. 9 ilden alınan toprak numunelerinde yapılan inceleme sonucunda Akdeniz’de 1 kilo toprakta 300, Ege'de 180, Marmara'da ise 160 parça plastik tespit edildi."
Çevre,Avrupa'da derinleşen kuraklık birçok sektörü tehdit ediyor,"Uzmanlar, Avrupa'da iklim değişikliği nedeniyle yağışlarda meydana gelecek düşüşün kuraklığa yol açmasıyla tarımsal üretim, sulama ve enerjide sorunlar yaşanabileceğini düşünüyor."
Çevre,"Bir günlük yağış, yağmur suyu hasadı yapılsa 100 günlük suya dönüşebilir","İstanbul Teknik Üniversitesi (İTÜ) Uçak ve Uzay Bilimleri Fakültesi Meteoroloji Mühendisliği Bölümü Öğretim Üyesi Prof. Dr. Hüseyin Toros, çarşamba günü İstanbul'a düşen yağış miktarının kentin 100 günlük suyuna denk geldiğini, yağmur suyu hasadı yapılmadığı için bunun elde edilemediğini söyledi."
Çevre,"Emine Erdoğan'dan ""Ulusal Su Kurulu"" paylaşımı","Emine Erdoğan, Ulusal Su Kurulu'na ilişkin ""Kurulun etkin ve etkili çalışmaları doğrultusunda inanıyorum ki ülkemizde su verimliliği konusunda önemli adımlar atılacak"" açıklamasını yaptı."
Çevre,Türkiye kalıcı kuraklığa sürükleniyor: Su kıtlığına gidiyoruz,Türkiye'de 2023 su yılı yağış miktarı normal değerlere göre yüzde 6 düşerken uzmanlar yağışların azalmasıyla meteorolojik kuraklık tehdidinin büyüdüğü ve Türkiye'nin 4'te 3'ünün kalıcı kuraklığa sürüklendiği uyarısında bulunuyor.
Çevre,El Nino fırtına getirdi: Etkisini ne zaman kaybedecek?,"Türkiye’nin özellikle kıyı bölgelerinde günlerdir şiddetli rüzgarlar hakim. Denizin kabarmasına ve dev dalgalar oluşmasına neden olan fırtınanın, cuma gününe kadar etkisini sürdürmesi bekleniyor. Bu denli kuvvetli fırtınanın oluşmasına El Nino hava akımı ve denizlerdeki ısı yüksekliğinin yol açtığı belirtiliyor."
Çevre,Kaptan Cousteau’nun torunundan Sıfır Atık Projesi'ne övgü,"Fransız deniz araştırmacısı Jacques-Yves Cousteau'nun torunu, su savunucusu ve Ocean 2050 organizasyonu kurucusu Alexandra Cousteau, Cumhurbaşkanı Recep Tayyip Erdoğan'ın eşi Emine Erdoğan’ın, Sıfır Atık Projesi ile diğer ülkelerin takip edeceği bir model oluşturduğunu söyledi."
Çevre,Dünyanın en büyük buzdağı 30 yıl sonra hareket etti,"Dünyanın en büyük buzdağı, 30 yılı aşkın süredir okyanus tabanına sıkışıp kaldıktan sonra hareket halinde."
Çevre,"DSÖ, iklim değişikliğiyle mücadelede ""sağlığın öncelenmesi"" çağrısı yaptı","Dünya Sağlık Örgütü (DSÖ), Birleşmiş Milletler İklim Değişikliği Çerçeve Sözleşmesi 28. Taraflar Konferansı (COP28) öncesinde iklim değişikliğiyle mücadeledeki ulusal planlarda sağlığın öncelenmesi ve bunların merkezinde yer alması gerektiğini belirtti."
Çevre,Marmara Denizi'ndeki fırtına ekosistemin umudu pinalara da zarar verdi,"Marmara Denizi'nde geçen hafta sonunda etkili olan fırtına nedeniyle ölen midye çeşidi pinalardan bazıları, Balıkesir'in Erdek ilçesinde kıyıya vurdu."
Çevre,İklim Şeffaflığı Raporu: ABD petrol ve gaza en bağımlı G20 ülkesi,"Dünya petrol ve gaz tüketiminin yüzde 75'inden sorumlu G20 ülkeleri arasında ABD'nin, üretim, tüketim ve planlanan genişleme yatırımları açısından bu kaynaklara en bağımlı ülke olduğu tespit edildi."
ÖZEL HABER,İklim değişikliği kuşları da olumsuz etkiliyor,"Küresel ısınma sonucu etkisini hissettiğimiz iklim değişikliği sadece insan yaşamını etkilemekle kalmıyor, doğadaki dengeleri de değiştiriyor. Kuşlar da bu değişimden olumsuz etkilenen türlerin başında geliyor."
Çevre,"İklim teknolojileri, iklim değişikliğine dayanıklılığı destekliyor","Türkiye Teknoloji Geliştirme Vakfı Genel Sekreter Danışmanı Dr. Serdar Gökpınar, enerji sistemlerinin elektrifikasyonu, yenilenebilir kaynaklar, karbon yakalama ve hidrojen enerjisi gibi alanlarda geliştirilen iklim teknolojilerinin, iklim değişikliğine karşı uyum ve dayanıklılığı artırdığını kaydetti."
Çevre,Marmara'da ekim ayı yağışları uzun yıllar ortalamasına göre yüzde 52 azaldı,"Marmara Bölgesi'nde ekim ayı yağışları, uzun yıllar (1991-2020) ortalamasına göre yüzde 52 düştü."
Çevre,Rüzgar enerjisi dev adımlarla büyüyor,"Yenilenebilir enerji kaynaklarından rüzgara büyük çaplı yatırımlar yapılıyor. Ancak küçük bir türbinle kurulacak sistem sayesinde, ev ve küçük işletmelerde ihtiyaç duyulan elektriği rüzgardan elde etmek mümkün. Özellikle Marmara, Ege, Akdeniz ve Karadeniz'de çevreci bir çözüm olarak rüzgar enerjisinden yararlanılabilir."
Çevre,Küresel ısınmanın insan sağlığı üzerindeki etkileri tehlikeli boyutlarda,"Küresel sıcaklık artışının 2050'ye kadar devam etmesi halinde dünyada sıcaklığa bağlı ölümlerin 4,7 kat artma riski bulunurken, bilim insanları iklim değişikliğiyle mücadele konusunda daha fazla gecikme nedeniyle insan sağlığına yönelik tehditlerin ciddi boyutlara ulaşabileceği uyarısını yaptı."
Çevre,Bayburt'ta çorak araziyi 3 bin ağaçlı ormana dönüştürdü,"Bayburt'ta 77 yaşındaki emekli doktor Arslan Özkan, çorak arazisine 49 yılda 3 bin ağaç dikerek ormana dönüştürmeyi başardı."
Çevre,Kentleşmeyle artan bitki körlüğü biyoçeşitlilik farkındalığını engelliyor,"Uzmanlar, insanların biyolojik çeşitlilik konusundaki farkındalıklarını engelleyen bitki körlüğünün kentleşmeyle birlikte arttığını, şehirlerdeki botanik bahçelerinin bu farkındalığı artırma konusunda önemli alanlar olduğunu ifade ediyor."
Çevre,Milli Ağaçlandırma Günü’nde 5 milyon 2023 fidan toprakla buluşuyor,"Türkiye, 2019’dan itibaren 11 Kasım’ı Milli Ağaçlandırma Günü olarak kutluyor. Bu yıl da Cumhuriyet’in 100’üncü yılı nedeniyle 100’lerin ön planda olduğu organizasyonlar yapılacak. Yıl sonuna kadar toprakla buluşturulan fidan sayısı, 21 yılda 7 milyarı bulacak."
Çevre,"Brezilya Amazonlarında, 11 ayda ormansızlaştırma yüzde 22,3 azaldı","Brezilya'da Amazon yağmur ormanlarında yasa dışı ağaç kesimi ve orman tahribatı, Ağustos 2022 ile Temmuz 2023 arasında yüzde 22,3 oranında azaldı."
Çevre,"Dünya, en sıcak 12 aylık dönemi yaşadı","Dünya, Kasım 2022-Ekim 2023 döneminde, küresel sıcaklık artışının sanayi öncesi ortalamanın 1,32 derece üzerine çıkmasıyla kayıtlardaki en sıcak 12 aylık dönemini yaşadı. Yaklaşık 7,8 milyar insan, bu dönemde ortalamanın üzerinde sıcaklığa maruz kaldı."
Çevre,İstanbul’da “susuz kış” kapıda: Beklenen yağış ne zaman gelecek?,"Kurak mevsim ve her geçen gün kuruma noktasına gelen barajlar… 16 milyona yakın nüfusu olan İstanbul, susuz kalma tehlikesi ile karşı karşıya. Uzun süreli kar ve yağmur yağışlarının bu kış mevsiminde de görülmeyeceğini öngören uzmanlar, su tasarrufu konusunda seferberlik ilan edilmesi gerektiğini söylüyor."
Çevre,Copernicus İklim Değişikliği Servisi: 2023 kaydedilen en sıcak yıl olabilir,"Avrupa Birliği'nin (AB) finanse ettiği Copernicus İklim Değişikliği Servisi (C3S), 2023'ün kayıtlara geçen en sıcak yıl olabileceğini belirtti."
Çevre,Kocabaş Çayı'ndaki balık ölümlerine inceleme,Çanakkale'nin Çan ilçesinden geçen Kocabaş Çayı'nda balık ölümleri görülmesi üzerine inceleme başlatıldı.
Çevre,Tekirdağ sahilinde kırmızı yosun birikti,Tekirdağ'ın Süleymanpaşa ilçesinde lodos nedeniyle sahilin bir kısmında kırmızı yosun birikintisi oluştu.
Çevre,Bitmeyen yaz nedeniyle su sıkıntısı büyüyor,İklim değişikliği ve El Nino etkisiyle küresel sıcaklık ortalamalarında rekor değerler kaydedilirken uzmanlar İstanbul'un baraj havzalarındaki sıkıntının artacağı ve kar yağmaması durumunda sorunun büyüyeceği uyarısı yaptı.
Çevre,Savaş ve çatışmalar biyoçeşitliliği tehdit ediyor,"Biyoçeşitlilik açısından zengin bölgelerin yaklaşık 3'te 2'si son 60 yılda savaş ve çatışmalara sahne oldu. Uzmanlar, bazı türlerin kaybedilmesinin geri dönülemez sonuçlara yol açabileceği uyarısında bulunuyor."
Çevre,Yerli hava kirliliği sensörleri ile yüksek çözünürlükte ölçüm yapılabilecek,"""Hava Kirliliği Ölçümü İçin Floresans Tabanlı Gaz Sensörü Mimarisinin Geliştirilmesi"" projesiyle hava kirliliği ölçümünde kullanılan sensörlerin yerli ve milli imkanlarla, daha uygun maliyetle geliştirilmesi, sayılarının artırılması ve daha yüksek çözünürlükte veri elde edilmesi hedefleniyor."
Çevre,"Bakan Özhaseki: Sıfır Atık Projesi'yle 45,5 milyon ton çöpü ayrıştırdık","Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, Sıfır Atık Projesi'yle 45,5 milyon ton çöpü ayrıştırdıklarını belirterek, ""Eğer biz ayrıştırmasaydık hepsi tabiata bir zehir olarak karşımızda duracaktı. Sadece bunlardan elde ettiğimiz gelir ise 4 milyar dolar."" dedi."
