Kategori,Başlık,İçerik
Kültür-Sanat,TRT Avaz’ın 15. Yılı ve Nevruz Özel Konseri düzenlendi,"15 yıldır yayın hayatına devam eden Türk dünyasının ortak kanalı TRT Avaz’ın kuruluş yıl dönümü özel bir konserle kutlandı. “TRT Avaz 15’inci Yıl ve Nevruz Özel Konseri”nde 40 kişilik senfoni orkestrası ile 6 ülkeden solist, Türk dünyasına ait unutulmaz eserleri seslendirdi."
Kültür-Sanat,Türk sinemasının usta oyuncularından Bahar Öztan hayatını kaybetti,"Türk sinemasının unutulmaz oyuncularından olan Bahar Öztan tedavi gördüğü hastanede hayatını kaybetti. Daha önce 3 kez kanseri yenen Bahar Öztan, uzun süredir tedavi gördüğü kolon kanseriyle nedeniyle 61 yaşında vefat etti."
Kültür-Sanat,1800 yıllık İznik Roma Tiyatrosu'nda restorasyon tamamlandı,"Bursa'nın İznik ilçesinde 2'nci yüzyılda Roma İmparatoru Trajan tarafından Bitinya Valisi olan tarihçi ve yazar Plinius'a yaptırılan tiyatro, Bursa Büyükşehir Belediyesince yürütülen restorasyonun tamamlanmasının ardından yeniden ziyarete açıldı."
Kültür-Sanat,Bu hafta 13 film vizyona girecek,"Sinema salonlarında bu hafta altısı yerli, 13 film vizyona girecek."
Kültür-Sanat,Seddülbahir Kalesi'nin restorasyon projesine ödül,"Gelibolu Yarımadası'ndaki Seddülbahir Kalesi'nin restorasyon projesi, İtalya'daki, Uluslararası Domus Restorasyon ve Koruma Ödülleri'nde, ""Kısa Liste Ödülü""ne layık görüldü."
Kültür-Sanat,Aşık Veysel'in vefatının üzerinden 51 yıl geçti,"Sazı ve birbirinden anlamlı sözleri ile günümüzü aydınlatan Aşık Veysel, 51 yıl önce bugün ""Benim sadık yarim"" dediği kara toprağa kavuştu. Geride ise unutulmaz eserler bıraktı."
Kültür-Sanat,Bakan Uraloğlu: Topraklarımızın tarihine de geçmişine de sahip çıkıyoruz,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""Artık ülkemizde biz sadece insanları ulaştırmıyoruz, sadece seyahat ettirmiyoruz, gerçekten her dönemde olan, ülkemizin, vatanımızın, topraklarımızın tarihine de geçmişine de sahip çıkıyoruz"" dedi."
Kültür-Sanat,Türk dizilerinin yeni hedefi dünyanın en kalabalık ülkesi Çin,Her yıl yaklaşık 170 ülkeye ihraç edilen Türk dizileri dünyanın kalabalık ülkesi Çin'e girmeyi hedefliyor.
Kültür-Sanat,Rusya’da Atatürk Kültür Merkezi’ne uluslararası ödül,"İstanbul’un sembol yapılarından Atatürk Kültür Merkezi (AKM), Rusya’da “yılın konser ve tiyatro merkezi” seçilerek uluslararası “BraVo” ödülü aldı."
Kültür-Sanat,"""Telif Hakları"" konulu senaryo yarışmasının başvuruları başladı","Sinema ve Televizyon Eseri Sahipleri Meslek Birliği (SETEM) tarafından, ""Benim Eserim"" projesi kapsamında hayata geçirilen ""Telif hakları"" konulu senaryo yarışmasının beşincisi gerçekleştirilecek."
Kültür-Sanat,"İzmir Devlet Opera ve Balesi, konserle şehitleri andı","İzmir Devlet Opera ve Balesi, 18 Mart Şehitleri Anma Günü ve Çanakkale Deniz Zaferi'nin 109. yıl dönümü dolayısıyla Elhamra Sahnesi'nde seyirciyle buluştu."
Kültür-Sanat,"Fatih'in şehzadelik dönemine tarihlenen ""tılsımlı madalyon"" Londra'da satışa çıkacak","Fatih Sultan Mehmet'in şehzadeliği dönemine tarihlenen bir madalyon üzerine işlenmiş portresi, İngiltere'deki Bonhams Müzayede Evi tarafından 1,5-2 milyon sterlinlik tahmini satış bedeliyle açık artırmaya çıkarılacak."
Kültür-Sanat,Zaferin 109 yıllık mirası Gelibolu Yarımadası'ndaki müzelerde yaşatılıyor,"Çanakkale'de göğüs göğüse çarpışarak canlarını feda eden Mehmetçik ile İtilaf Devletleri askerlerinin muharebelerden kalan eşyaları ve savaş malzemeleri, Gelibolu Yarımadası'ndaki müzelerde sergilenerek geleceğe taşınıyor."
Kültür-Sanat,"""Yüzyılın Yüzleri: Kani Karaca ve Doğan Ergin"" konseri 23 Mart'ta sanatseverlerle buluşacak","Türk müziğinin iki önemli ismi, Kani Karaca ile Doğan Ergin'in sanat yaşamlarını ve katkılarını anmak üzere özel bir konser gerçekleştirilecek."
Kültür-Sanat,Gelibolu'daki Sıhhiye Müzesi FPV dronla görüntülendi,"Çanakkale'de Tarihi Gelibolu Yarımadası'nda bulunan Sıhhiye Müzesi, FPV dronla kayda alındı."
Kültür-Sanat,Tarihi Gelibolu Yarımadası 18 Mart Zaferi'nin 109. yıl dönümü törenlerine hazır,Tarihi Gelibolu Yarımadası'nda Şehitleri Anma Günü ve Çanakkale Deniz Zaferi'nin 109. yıl dönümü dolayısıyla 18 Mart'ta yapılacak törenler için son hazırlıklar tamamlandı.
Kültür-Sanat,Bakan Ersoy: Arkeolojik çalışma sayısını yıllık 720'ye yükselttik,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, ""Antalya'yı merkeze alan 'Türk Arkeoloji Tarihinin Altın Çağı-Geleceğe Miras' Projemiz kapsamında arkeolojik çalışma sayısını, yıllık 720'ye yükselttik."" dedi."
Kültür-Sanat,"Türkiye Kitap ve Kültür Fuarı, 41. kez okurları ağırlıyor","Türkiye Diyanet Vakfı ve Vakıf Fuarcılık tarafından her yıl ramazan ayında düzenlenen ""Türkiye Kitap ve Kültür Fuarı"", Fatih Camisi'nde 41. kez okurlarla buluştu."
Kültür-Sanat,Kültür ve Turizm Bakanı Ersoy: Fransa'da yakalanan 8 bin 659 eserimizi iade alıyoruz,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, ""Fransa'da yakalanan 8 bin 659 eserimizi iade alıyoruz."" bilgisini verdi."
Kültür-Sanat,Bu hafta 11 film vizyona girecek,"Sinema salonlarında bu hafta 8'i yerli, 11 film izleyiciyle buluşacak."
Kültür-Sanat,Turistik trenlere iki rota daha eklendi,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, ""Seyahatsever gezgin vatandaşlarımıza yepyeni iki rota daha sunuyoruz. Ankara ile Diyarbakır arasında Ankara-Diyarbakır-Ankara Turistik Treni, Ankara ile Tatvan arasında da Ankara-Tatvan-Ankara Turistik Treni işletilmeye başlanacak"" dedi."
Kültür-Sanat,"Mersin Devlet Opera ve Balesi ""Hamlet"" balesini sahneleyecek","Mersin Devlet Opera ve Balesi (MDOB) ""Hamlet"" balesini sanatseverlerle buluşturacak."
Kültür-Sanat,Oyuncu Kayhan Yıldızoğlu son yolculuğuna uğurlandı,"Aralarında ""Kara Murat"" ve ""Malkoçoğlu""nun da olduğu 250'nin üzerinde filmde imparator, rahip ve kral gibi rollerde oynayan Kayhan Yıldızoğlu'nun cenazesi toprağa verildi."
Kültür-Sanat,Kültepe'deki kazı çalışmalarına Güney Koreli bilim insanları da eşlik edecek,"Anadolu'da ilk yazılı belgelerin bulunduğu Kültepe Kaniş/Karum Höyüğü'ndeki kazı çalışmalarına, Kore Cumhuriyeti Ulusal Kültürel Miras Araştırma Enstitüsü uzmanlarından bir heyetin de katılacağı bildirildi."
Kültür-Sanat,96'ncı Oscar ödülleri sahiplerini buldu,"Sinema dünyasının en gösterişli şovu bu yıl 96'ncı kez düzenlendi. Sinema Sanatları ve Bilimleri Akademisi (Academy of Motion Picture Arts and Sciences) tarafından verilen Oscar Ödülleri, Los Angeles'taki Dolby Tiyatrosu'nda sahiplerini buldu."
Kültür-Sanat,Oyuncu Kayhan Yıldızoğlu vefat etti,"Aralarında ""Kara Murat"" ve ""Malkoçoğlu""nun da olduğu 250'nin üzerinde filmde imparator, rahip ve kral gibi rolleri canlandıran 90 yaşındaki oyuncu Kayhan Yıldızoğlu, yaşlılığa bağlı nedenlerle İstanbul'da evinde hayatını kaybetti."
Kültür-Sanat,Karaelmas Turizm Ekspresi yolcularını tarih ve doğayla buluşturacak,"TCDD tarafından Ankara-Zonguldak hattında 12 Nisan'da başlatılması planlanan Karaelmas Turizm Ekspresi, tarihi mirası, doğal güzellikleri ve sanayinin gelişimini aynı rota üzerindeki turlarla deneyimleme imkanı sunacak."
Kültür-Sanat,"Göbeklitepe 2,5 milyonu aşkın ziyaretçiyi ağırladı","""Tarihin sıfır noktası"" olarak nitelendirilen ve 2019 yılında resmi açılışı yapılan Göbeklitepe Ören Yeri, aradan geçen sürede 2 milyon 551 bin ziyaretçiyi ağırladı."
Kültür-Sanat,"tabii'nin sevilen dizisi ""Küçük Dahi İbn-i Sina""ya bir ödül daha","TRT'nin uluslararası dijital platformu tabii'nin sevilen dizisi Küçük Dahi İbn-i Sina, Zeka Oyunları Şampiyonası'nda ""En İyi Yapım Dijital İçerik"" ödülüne layık görüldü. Ödülü, dizinin başarılı çocuk oyuncuları aldı. Dizi geçtiğimiz günlerde de “İnovasyon ve Başarı Ödülleri”nde “En İyi Dijital Platform Dizisi Ödülü”nü almıştı."
Kültür-Sanat,Bakan Ersoy: Myra ve Andriake için 500 milyon lira ödenek ayırıyoruz,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, Myra Antik Kenti ve Andriake Limanı'nda yürütülecek kazı ve restorasyon çalışmalarına 500 milyon lira ödenek ayırdıklarını açıkladı."
Kültür-Sanat,Bu hafta 10 film vizyona girecek,"Sinema salonlarında bu hafta üçü yerli, 10 film izleyiciyle buluşacak."
Kültür-Sanat,"tabii'nin sevilen dizisi ""Küçük Dahi İbn-i Sina""ya bir ödül daha","TRT'nin uluslararası dijital platformu tabii'nin sevilen dizisi Küçük Dahi İbn-i Sina, Zeka Oyunları Şampiyonası'nda ""En İyi Yapım Dijital İçerik"" ödülüne layık görüldü. Ödülü, dizinin başarılı çocuk oyuncuları aldı. Dizi geçtiğimiz günlerde de “İnovasyon ve Başarı Ödülleri”nde “En İyi Dijital Platform Dizisi Ödülü”nü almıştı."
Kültür-Sanat,Bakan Ersoy: Myra ve Andriake için 500 milyon lira ödenek ayırıyoruz,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, Myra Antik Kenti ve Andriake Limanı'nda yürütülecek kazı ve restorasyon çalışmalarına 500 milyon lira ödenek ayırdıklarını açıkladı."
Kültür-Sanat,Bu hafta 10 film vizyona girecek,"Sinema salonlarında bu hafta üçü yerli, 10 film izleyiciyle buluşacak."
Kültür-Sanat,Panama’da altınlarla süslü 1300 yıllık mezar bulundu,"Orta Amerika ülkesi Panama'da, 1300 yıldan daha eski olduğu tahmin edilen bir mezar bulunduğu bildirildi."
Kültür-Sanat,Çatalhöyük'te 8 bin 600 yıllık ekmek bulundu,"Dünyada kentleşmenin olduğu ilk yerlerden Çatalhöyük'teki kazıda 8 bin 600 yıllık ""ekmek"" bulundu."
Kültür-Sanat,Mukaddes Emanetler Dairesi ramazana hazırlanıyor,"Topkapı Sarayı'nın en çok merak ve ziyaret edilen bölümlerinden Mukaddes Emanetler Dairesi, uzun bir aradan sonra ilk defa sergilenecek eserlerle ramazan ayına hazırlanıyor."
Kültür-Sanat,Müslüm Gürses vefatının 11. yılında mezarı başında anıldı,"""Arabeskin Babası"" veya ""Müslüm Baba"" olarak tanınan arabesk ve halk müziği sanatçısı Müslüm Gürses, vefatının 11. yılında mezarı başında anıldı."
Kültür-Sanat,Yaklaşık 700 yıllık Köşk Medrese kültür ve sanat merkezi olarak hizmet verecek,"Tarih boyunca medrese, kışla, aşevi gibi amaçlarla kullanılan Kayseri'deki yaklaşık 700 yıllık Köşk Medrese, geçirdiği restorasyonun ardından kültür ve sanat merkezi olarak hizmet vermeye hazırlanıyor."
Kültür-Sanat,Uluslararası Mektup Yazma Yarışması'na başvurular başladı,"Evrensel Posta Birliği (UPU) tarafından bu yıl 53'üncüsü düzenlenen Uluslararası Mektup Yazma Yarışması için adaylar 19 Nisan'a kadar başvurabilecek, yarışma sonuçları ekim ayında duyurulacak."
Kültür-Sanat,Devlet Türk Sanatları Yarışmasına başvurular başlıyor,Türk sanatlarını destekleyerek gelişmesini ve yaygınlaşmasını sağlayan Devlet Türk Sanatları Yarışmasının 22'ncisi için başvurular 4 Mart'ta başlayacak.
Kültür-Sanat,Depremde hasar gören Şanlıurfa'daki tarihi Ulu Cami onarılıyor,Şanlıurfa'da 6 Şubat 2023 tarihindeki depremlerde hasar alan Ulu Cami'nin restorasyonu sürüyor.
Kültür-Sanat,"Devlet Tiyatroları, martta 7 bölgede 8 oyunun prömiyerini yapacak","Devlet Tiyatroları, mart ayında 8 oyunu ilk kez seyirciyle buluşturacak."
Kültür-Sanat,MİT Müzesi ilk kez TRT Haber'de,"Milli İstihbarat Teşkilatı'nın (MİT) yenilenen müzesi, kapılarını ilk kez TRT Haber'e açtı.
Müzede, MİT'in geçmiş dönemde kullandığı araçlar, şifreli belge ve eşyanın yanında, tarihi operasyonların görüntüleri sergileniyor. TRT Haber Haber Koordinatörü Ahmet Görmez, MİT'in 'Kale' yerleşkesindeki o müzedeydi."
Kültür-Sanat,Bu hafta 9 film vizyona giriyor,"Sinema salonlarında bu hafta ikisi yerli, 9 film vizyona girecek."
Kültür-Sanat,İsrail’in Eurovision’a sunduğu ikinci şarkı da reddedildi,"Avrupa'da İsrail'in Eurovision Şarkı Yarışması'ndan menedilmesi çağrıları devam ederken, Tel Aviv yönetiminin yarışma için sunduğu ikinci şarkının da siyasi mesaj içerdiği nedeniyle reddedildiği belirtildi."
Kültür-Sanat,Edirne Mevlevihanesi'nin toprak altında kalan temellerine ulaşıldı,"Ayağa kaldırılacak Edirne Mevlevihanesi'nin toprak altında kalan temellerine ulaşıldı, yapının inşasına kısa sürede başlanacak."
Kültür-Sanat,"TRT'nin yeni dizisi ""Mehmed: Fetihler Sultanı""nın galası yapıldı","Fatih Sultan Mehmet'in hayatını ele alan ""Mehmed: Fetihler Sultanı"" dizisi, TRT 1'de ekran yolculuğuna başladı."
Kültür-Sanat,Fahrettin Altun: Dünya genelinde bir milyara yakın insan Türk dizilerini izliyor,"İletişim Başkanı Fahrettin Altun, son 3 yılda küresel alanda Türk dizilerine olan talebin yüzde 183 oranında arttığını belirterek, ""Bugün dünya genelinde bir milyara yakın insan Türk dizilerini izlemektedir ve bu çok kritik bir unsurdur. Gerçekten de bu yönüyle baktığımızda gerçek bir başarıyla karşı karşıyayız."" dedi."
Kültür-Sanat,"""Kur'ani Damlalar"" hat sergisi Taksim Camisi Kültür Sanat Merkezi'nde açıldı","Hattat Mehmet Arif Vural'ın hazırladığı ""Kur'ani Damlalar"" başlıklı hüsn-i hat sergisi, Taksim Camisi Kültür Sanat Merkezi'nde sanatseverlerle buluştu."
Kültür-Sanat,"Kırgız ressam, 70 bin çivi ve tel kullanarak Cumhurbaşkanı Erdoğan'ın portresini yaptı","Kırgız ressam Azamat Janaliyev, Cumhurbaşkanı Recep Tayyip Erdoğan'ın 70. yaş günü nedeniyle 70 bin çivi ve tel kullanarak portre hazırladı."
Kültür-Sanat,"Yer altındaki tuz mağaraları, kışın da turistlerin ziyaret rotasında oluyor","Iğdır'da 2022 yılında açılan ve bugüne kadar 310 bin ziyaretçi ağırlayan Tuz Terapi Merkezi, kış aylarında da merak uyandırıyor."
Kültür-Sanat,Divriği Ulu Camii ve Darüşşifası yaz aylarında ziyarete açılacak,"Sivas Valisi Yılmaz Şimşek, UNESCO Dünya Kültür Miras Listesi'nde yer alan Divriği Ulu Camii ve Darüşşifası'nda restorasyonun yaz aylarında tamamlanacağını söyledi."
Kültür-Sanat,"Pamukkale, sıcak hava balon turlarıyla da turist çekiyor","UNESCO Dünya Mirası Listesi'nde yer alan Pamukkale, sıcak hava balon turlarıyla da ilgi görüyor."
Kültür-Sanat,Türkiye'ye ocakta 2 milyonu aşkın yabancı turist geldi,"Türkiye, ocak ayında 2 milyon 47 bin 27 yabancı ziyaretçi ağırladı."
Kültür-Sanat,Galata Kulesi ziyarete kapandı,"Galata Kulesi, depreme karşı güçlendirme ve dış cephe onarımı çalışmaları sebebiyle bugünden itibaren bir ay süreyle ziyarete kapalı olacak."
Kültür-Sanat,Mardin'deki 5 bin yıllık yer altı şehri bu yıl ziyarete açılacak,"Mardin'in Midyat ilçesinde, içinde ibadethane, silo, su kuyuları, barınma, şırahane, işlik, sarnıç ve mezar alanları bulunan, dehlizlerle geçişlerin olduğu 5 bin yıllık yer altı şehrinin 2 etabı bu yıl ziyarete açılacak."
Kültür-Sanat,Sinemalarda bu hafta,"Sinema salonlarında bu hafta ikisi yerli, 5 film vizyona girecek. ""Hayatla Barış"", Ampute Futbol Milli Takımı oyuncusu Barış Telli'nin hayat hikayesini beyaz perdeye taşıyacak."
Kültür-Sanat,Ankara Palas Müzesi bugün ziyarete açılıyor,"Cumhuriyetin ilk yıllarının anıtsal yapılarından olan ve 2018'de başlatılan restorasyonu Cumhurbaşkanlığı Milli Saraylar Başkanlığınca tamamlanan Ankara Palas Müzesi, bugün ziyarete açılıyor."
Kültür-Sanat,Galata Kulesi bir ay ziyarete kapatılacak,"Galata Kulesi, depreme karşı güçlendirme ve dış cephe onarımı çalışmaları sebebiyle 23 Şubat'tan itibaren bir ay süreyle ziyarete kapalı olacak."
Kültür-Sanat,'Geleceğe Miras Bergama Projesi' tanıtıldı,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, Bergama Antik Kenti’nin, ulusal ve uluslararası kültür-turizm vitrininde hak ettiği öncelikli yeri almasını sağlayacaklarını söyledi. Çalışmalar için 1 milyar liralık bütçe öngördüklerini belirtti."
Kültür-Sanat,Ankara Palas Müzesi bugün ziyarete açılıyor,"Cumhuriyetin ilk yıllarının anıtsal yapılarından olan ve 2018'de başlatılan restorasyonu Cumhurbaşkanlığı Milli Saraylar Başkanlığınca tamamlanan Ankara Palas Müzesi, bugün ziyarete açılıyor."
Kültür-Sanat,Galata Kulesi bir ay ziyarete kapatılacak,"Galata Kulesi, depreme karşı güçlendirme ve dış cephe onarımı çalışmaları sebebiyle 23 Şubat'tan itibaren bir ay süreyle ziyarete kapalı olacak."
Kültür-Sanat,'Geleceğe Miras Bergama Projesi' tanıtıldı,"Kültür ve Turizm Bakanı Mehmet Nuri Ersoy, Bergama Antik Kenti’nin, ulusal ve uluslararası kültür-turizm vitrininde hak ettiği öncelikli yeri almasını sağlayacaklarını söyledi. Çalışmalar için 1 milyar liralık bütçe öngördüklerini belirtti."
ÖZEL HABER,Aysel 36 yıl sonra tekrar TRT’de,"Esirdi simge oldu, Aysel adına dizi çekildi. Yaşadığı zulüm TRT yapımı ""Yeniden Doğmak"" ile dünyaya duyuruldu. Başbakan Turgut Özal'ın girişimiyle ana vatanına kavuştu. Bulgaristan'ın asimilasyon politikalarına karşı çıkan Aysel Özgür 36 yıl sonra tekrar TRT'ye konuşurken, gözyaşlarını tutamadı."
Kültür-Sanat,Türkiye ile Kosova arasında arşiv alanında iş birliği,"Cumhurbaşkanlığı Devlet Arşivleri Başkanı Uğur Ünal, Kosova Devlet Arşivleri Ajansını (ASHAK) ziyaretindeki görüşmelerde özellikle restorasyon ve dijitalleşme alanlarında karşılıklı tecrübelerini paylaşacaklarını söyledi."
Kültür-Sanat,"Sınava hazırlanan öğrenciler TRT Bil Bakalım'ın özel ""YKS"" etkinliğinde buluşuyor","2024 YKS sınavlarına hazırlanan öğrencilerin yardımcısı olmaya devam eden TRT Bil Bakalım, ""YKS"" özel etkinliği ile öğrenmenin en eğlenceli halini telefonlara getiriyor."
Kültür-Sanat,Aydın'da Efeler Gastronomi Festivali'nin üçüncüsü düzenlenecek,"Efeler Belediye Başkanı Mehmet Fatih Atay'ın hayata geçirdiği, bu yıl 3'üncüsü düzenlenecek olan Efeler Gastronomi Festivali'nde yapılacak yemek yarışmaları için başvuru takvimi belli oldu."
Kültür-Sanat,Hatay'ın tarihine ışık tutan koleksiyon Türk Tarih Kurumuna emanet,"Hatay'ın yakın tarihi konusunda Türkiye'nin en geniş arşivlerinden birine sahip Fahreddin Osmanca, depremin enkazından kurtarabildiği fotoğraf, harita, dergi ve belgelerden oluşan koleksiyonunu Türk Tarih Kurumuna (TTK) bağışladı."
